doc_key,level,scope,feature_name,z_plan,output_path,evidence_gathered,generated,self_check_passed,reviewed,batch_id,run_date,notes
feature_catalog::tranrept-jcl,2,feature:TRANREPT.jcl,TRANREPT.jcl,z-business,L2-business-documentation/feature-catalog/tranrept-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::tranrept-prc,2,feature:TRANREPT.prc,TRANREPT.prc,z-business,L2-business-documentation/feature-catalog/tranrept-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::trantype-jcl,2,feature:TRANTYPE.jcl,TRANTYPE.jcl,z-business,L2-business-documentation/feature-catalog/trantype-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::txt2pdf1-jcl,2,feature:TXT2PDF1.JCL,TXT2PDF1.JCL,z-business,L2-business-documentation/feature-catalog/txt2pdf1-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::ungrouped-programs,2,feature:Ungrouped Programs,Ungrouped Programs,z-business,L2-business-documentation/feature-catalog/ungrouped-programs.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::unldgsam-jcl,2,feature:UNLDGSAM.JCL,UNLDGSAM.JCL,z-business,L2-business-documentation/feature-catalog/unldgsam-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::unldpadb-jcl,2,feature:UNLDPADB.JCL,UNLDPADB.JCL,z-business,L2-business-documentation/feature-catalog/unldpadb-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::waitstep-jcl,2,feature:WAITSTEP.jcl,WAITSTEP.jcl,z-business,L2-business-documentation/feature-catalog/waitstep-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::xreffile-jcl,2,feature:XREFFILE.jcl,XREFFILE.jcl,z-business,L2-business-documentation/feature-catalog/xreffile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
user_stories,2,application,—,z-business,L2-business-documentation/user-stories.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
build_deployment,3,application,—,z-operations,L3-technical-documentation/build-deployment.md,Y,Y,Y,N,batch-1,2026-08-25,"3 grounded, 2 unavailable, family B-bold"
code_structure,3,application,—,z-module,L3-technical-documentation/code-structure.md,Y,Y,Y,N,batch-1,2026-08-25,"2 grounded, 3 unavailable, family B-bold"
system_architecture,3,application,—,z-structure,L3-technical-documentation/system-architecture.md,Y,Y,Y,N,batch-1,2026-08-25,"6 grounded, 0 unavailable, family B-bold"
technical_specs,3,application,—,z-module,L3-technical-documentation/technical-specs.md,Y,Y,Y,N,batch-1,2026-08-25,"4 grounded, 1 unavailable, family B-bold"
architecture_decisions,4,application,—,z-structure,L4-design/architecture-decisions.md,Y,Y,Y,N,batch-1,2026-08-25,"2 grounded, 4 unavailable, family C-fixed"
component_design,4,application,—,z-module,L4-design/component-design.md,Y,Y,Y,N,batch-1,2026-08-25,"3 grounded, 2 unavailable, family B-bold"
security_architecture,4,application,—,z-quality,L4-design/security-architecture.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 5 unavailable, family B-bold"
data_dictionary,5,application,—,z-data,L5-data/data-dictionary.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 5 unavailable, family B-bold"
data_lineage,5,application,—,z-data,L5-data/data-lineage.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
database_schema_full,5,application,—,z-data,L5-data/database-schema-full.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 5 unavailable, family B-bold"
api_documentation,6,application,—,z-api,L6-integration/api-documentation.md,Y,Y,Y,N,batch-1,2026-08-25,"3 grounded, 3 unavailable, family B-bold"
integration_architecture,6,application,—,z-integration,L6-integration/integration-architecture.md,Y,Y,Y,N,batch-1,2026-08-25,"4 grounded, 1 unavailable, family B-bold"
message_specs,6,application,—,z-integration,L6-integration/message-specs.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 4 unavailable, family B-bold"
disaster_recovery,7,application,—,z-operations,L7-operations/disaster-recovery.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
monitoring_alerting,7,application,—,z-operations,L7-operations/monitoring-alerting.md,Y,Y,Y,N,batch-1,2026-08-25,"2 grounded, 4 unavailable, family B-bold"
operations_manual,7,application,—,z-operations,L7-operations/operations-manual.md,Y,Y,Y,N,batch-1,2026-08-25,"3 grounded, 3 unavailable, family B-bold"
gap_analysis,8,application,—,z-structure,L8-modernization/gap-analysis.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
migration_roadmap,8,application,—,z-structure,L8-modernization/migration-roadmap.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 8 unavailable, family B-bold"
modernization_strategy,8,application,—,z-structure,L8-modernization/modernization-strategy.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
target_architecture,8,application,—,z-structure,L8-modernization/target-architecture.md,Y,Y,Y,N,batch-1,2026-08-25,"2 grounded, 5 unavailable, family B-bold"
